"FRACKENPOHL"		0.00%	120	2675640	0.9996189281	
"BUSSER"		0.00%	120	2675760	0.9996637601	
"NIELSEN"		0.00%	120	2675880	0.9997085921	
"MANN, D."		0.00%	120	2676000	0.999753424	
"WOODCOCK"		0.00%	120	2676120	0.999798256	
"PARSONS"		0.00%	120	2676240	0.999843088	
"DUMANOIR"		0.00%	60	2676300	0.999865504	
"ARAÑÉS"		0.00%	60	2676360	0.99988792	
"DONOSTIA"		0.00%	60	2676420	0.999910336	
"MURCIA"		0.00%	60	2676480	0.999932752	
"WALLACE, O."		0.00%	60	2676540	0.999955168	
"BRADE"		0.00%	60	2676600	0.999977584	
"HALFFTER, R."		0.00%	60	2676660	1	
						
			2676660			
